ukcode,jycode,inputcode,chabbr
2163421,1638,PXZY,600490,鹏欣资源
2163422,1395,JHNY,600273,嘉化能源
2163423,1159,SYZG,600031,三一重工
2163424,1574,BFDH,600435,北方导航
2163425,1580,RBK,600439,瑞 贝 卡
2163426,1391,HTXX,600271,航天信息
2163427,1561,STLH,600423,*ST 柳化
2163428,1614,HGGF,600475,华光股份
2163429,1563,STQS,600425,*ST 青松
2163430,1154,NFHK,600029,南方航空
2163431,1714,SMGJ,600546,山煤国际
2163432,1478,ZJLS,600352,浙江龙盛
2163433,1630,XWJT,600485,信威集团
2163434,1145,ZYGS,600020,中原高速
2163435,1636,ZJHJ,600489,中金黄金
2163436,1624,LYGF,600480,凌云股份
2163437,1471,YQMY,600348,阳泉煤业
2163438,1633,HTGD,600487,亨通光电
2163439,1716,SDHJ,600547,山东黄金
2163440,1587,NXJC,600449,宁夏建材
2163441,1602,JYGF,600462,九有股份
2163442,1570,STJE,600432,*ST 吉恩
2163443,1139,HXYH,600015,华夏银行
2163444,1568,SYGF,600429,三元股份
2163445,1620,KLY,600478,科 力 远
2163446,1536,STHR,600401,*ST 海润
2163447,1660,FDTG,600507,方大特钢
2163448,1538,STDY,600403,*ST 大有
2163449,1676,ZXDQ,600517,置信电气
2163450,1542,GDNR,600406,国电南瑞
2163451,1610,FSGF,600469,风神股份
2163452,1147,SHDL,600021,上海电力
2163453,1303,GDGF,600184,光电股份
2163454,1618,HXGG,600477,杭萧钢构
2163455,2151,CJDL,600900,长江电力
2163456,1690,JNGX,600527,江南高纤
2163457,1712,XJCJ,600545,新疆城建
2163458,1616,XYKJ,600476,湘邮科技
2163459,1752,HSDZ,600570,恒生电子
2163460,1584,JZGF,600446,金证股份
2163461,1465,HXXF,600340,华夏幸福
2163462,1708,STXS,600540,*ST 新赛
2163463,1482,DHZY,600354,敦煌种业
2163464,1369,LMZ,600249,两 面 针
2163465,1520,HYGF,600387,海越股份
2163466,1582,GJTY,600444,国机通用
2163467,1448,HFGF,600325,华发股份
2163468,1578,TWGF,600438,通威股份
2163469,1589,FLDL,600452,涪陵电力
2163470,1612,LGHG,600470,六国化工
2163471,1162,CTGS,600035,楚天高速
2163472,1622,QJYY,600479,千金药业
2163473,1406,PDJS,600284,浦东建设
2163474,1604,KGGF,600463,空港股份
2163475,1792,YBZY,600594,益佰制药
2163476,1710,MGGF,600543,莫高股份
2163477,1591,BTGF,600455,博通股份
2163478,1540,DLY,600405,动 力 源
2163479,1607,HDJ,600467,好 当 家
2163480,2153,BHHS,600960,渤海活塞
2163481,2161,CDGJ,600969,郴电国际
2163482,1756,KEB,600572,康 恩 贝
2163483,2173,CFHJ,600988,赤峰黄金
2163484,2165,JMJT,600976,健民集团
2163485,1647,CHXZ,600497,驰宏锌锗
2163486,1642,FZFZ,600493,凤竹纺织
2163487,2171,KDGF,600986,科达股份
2163488,1548,HSTC,600410,华胜天成
2163489,2169,LMKH,600985,雷鸣科化
2163490,2175,SCDZ,600990,四创电子
2163491,1239,DMGF,600114,东睦股份
2163492,2167,BKKJ,600980,北矿科技
2163493,2179,GSGF,600992,贵绳股份
2163494,2181,MYL,600993,马 应 龙
2163495,2159,NMYJ,600967,内蒙一机
2163496,1640,LYJS,600491,龙元建设
2163497,2155,YYLZ,600963,岳阳林纸
2163498,1644,JXCZ,600495,晋西车轴
2163499,1628,FNGF,600483,福能股份
2163500,1600,HCSY,600461,洪城水业
2163501,2185,KLGF,600997,开滦股份
2163502,1558,YFKG,600421,仰帆控股
2163503,2157,BHZY,600966,博汇纸业
2163504,2163,XWF,600975,新 五 丰
2163506,2183,WSDL,600995,文山电力
2163507,1556,XDZY,600420,现代制药
2163508,2900,GTZL,600962,国投中鲁
2163509,2892,JFKJ,600143,金发科技
2163510,2889,SDGT,600022,山东钢铁
2163511,2912,HHJT,600981,汇鸿集团
2163512,2914,NBRD,600982,宁波热电
2163513,2918,JSJX,600984,建设机械
2163514,2902,FCGF,600965,福成股份
2163515,2895,ZGDL,600482,中国动力
2163516,2916,HEP,600983,惠 而 浦
2163517,2906,BSGF,600973,宝胜股份
2163518,2920,HMGF,600987,航民股份
2163519,2904,HYMD,600971,恒源煤电
2163520,2908,YHSH,600978,宜华生活
2163521,2898,ZYJT,600961,株冶集团
2163522,2910,GAAZ,600979,广安爱众
2163523,3054,HDGJ,600027,华电国际
2163524,3109,ZCGJ,600970,中材国际
2163526,4356,DTMY,601001,大同煤业
2163527,4373,ZGYH,601988,中国银行
2163528,4431,BLDC,600048,保利地产
2163529,4451,DQTL,601006,大秦铁路
2163530,4521,ZGGH,601111,中国国航
2163531,4587,LAHN,601699,潞安环能
2163532,4675,BCSY,601588,北辰实业
2163533,4697,RZG,600017,日 照 港
2163534,4788,SGJT,600018,上港集团
2163535,4725,GSYH,601398,工商银行
2163536,4800,PMGF,601666,平煤股份
2163537,4837,ZSLC,601872,招商轮船
2163538,4874,DTFD,601991,大唐发电
2163539,4906,GSTL,601333,广深铁路
2163540,4945,ZGRS,601628,中国人寿
2163541,4935,JYSY,601002,晋亿实业
2163542,5011,XYYH,601166,兴业银行
2163543,5166,LGGF,601003,柳钢股份
2163544,5172,STZG,601005,*ST 重钢
2163545,5179,ZGPA,601318,中国平安
2163546,5190,JLFD,601007,金陵饭店
2163547,5262,LYG,601008,连 云 港
2163548,5324,ZXYH,601998,中信银行
2163549,5437,ZGLY,601600,中国铝业
2163550,5432,JTYH,601328,交通银行
2163551,5563,ZYHK,601919,中远海控
2163552,5565,XBKY,601168,西部矿业
2163553,5685,NJYH,601009,南京银行
2163554,6114,BJYH,601169,北京银行
2163555,6179,JSYH,601939,建设银行
2163556,6187,ZHYF,601808,中海油服
2163557,6203,ZGSH,601088,中国神华
2163558,6233,ZGSY,601857,中国石油
2163559,6364,ZGZT,601390,中国中铁
2163560,6424,ZYHF,601866,中远海发
2163561,6373,XJNY,601918,新集能源
2163562,6410,CBCM,601999,出版传媒
2163563,6447,ZGTB,601601,中国太保
2163564,6545,TPY,601099,太 平 洋
2163565,6599,ZMNY,601898,中煤能源
2163566,6630,ZGTJ,601186,中国铁建
2163567,6620,JMGF,601958,金钼股份
2163568,6548,ZJKY,601899,紫金矿业
2163569,7098,ZGZC,601766,中国中车
2163570,7173,SHDQ,601727,上海电气
2163571,7096,SCCY,601107,四川成渝
2163572,7033,ZGJZ,601668,中国建筑
2163573,7099,GDZQ,601788,光大证券
2163574,9184,ZGZY,601618,中国中冶
2163575,8990,ZGGL,601888,中国国旅
2163576,7329,ZSZQ,600999,招商证券
2163577,9023,ZGZG,601989,中国重工
2163578,9141,SZRQ,601139,深圳燃气
2163580,9244,ZGHX,601117,中国化学
2163581,9344,WXCM,601801,皖新传媒
2163582,9367,ZTDQ,601877,正泰电器
2163583,9866,ZGXD,601179,中国西电
2163585,9923,STYZ,601106,*ST 一重
2163586,9638,BHGF,601678,滨化股份
2163587,9843,HTZQ,601688,华泰证券
2163588,10487,LJJT,601188,龙江交通
2163589,10488,JLGS,601518,吉林高速
2163590,10033,CQSW,601158,重庆水务
2163591,10099,HHNY,601101,昊华能源
2163592,10418,SGDL,601369,陕鼓动力
2163593,10807,TSG,601000,唐 山 港
2163594,11134,NYYH,601288,农业银行
2163595,10832,ZMJ,601717,郑 煤 机
2163596,10869,JHJT,601718,际华集团
2163597,11391,GDYH,601818,光大银行
2163598,11103,NBG,601018,宁 波 港
2163599,11202,HCQJ,601177,杭齿前进
2163600,11214,XYZQ,601377,兴业证券
2163601,11314,ZNCM,601098,中南传媒
2163602,11515,JZT,600998,九 州 通
2163603,11840,LFGF,601777,力帆股份
2163604,11882,DLG,601880,大 连 港
2163605,12122,YHCS,601933,永辉超市
2163606,12173,YXML,601890,亚星锚链
2163607,7388,SFGF,601126,四方股份
2163608,10703,HNXJ,601118,海南橡胶
2163609,11947,STRD,601558,*ST 锐电
2163610,12280,FFGF,601700,风范股份
2163611,12281,BWHJ,601137,博威合金
2163612,12293,STZH,601519,*ST 智慧
2163613,12343,GDDQ,601616,广电电气
2163614,12303,XYGF,601799,星宇股份
2163615,12401,JZJT,601216,君正集团
2163616,12603,JYGF,601992,金隅股份
2163617,12242,SJGW,601116,三江购物
2163618,12513,BTL,601011,宝 泰 隆
2163619,12612,JNSW,601199,江南水务
2163620,12534,PDJT,601258,庞大集团
2163621,12836,JXKJ,601218,吉鑫科技
2163622,12951,HDGF,601113,华鼎股份
2163623,13045,TKGF,601233,桐昆股份
2163624,13046,DCKJ,601208,东材科技
2163625,13261,LGWH,601599,鹿港文化
2163626,12950,JMW,601566,九 牧 王
2163627,13297,LTGF,601311,骆驼股份
2163628,10325,WFGF,601010,文峰股份
2163629,13443,SXYL,601567,三星医疗
2163630,13356,LKGX,601798,蓝科高新
2163631,9855,SLJY,601058,赛轮金宇
2163632,13205,LYNY,601222,林洋能源
2163633,13692,FZZQ,601901,方正证券
2163634,13975,QBJT,601636,旗滨集团
2163635,12402,NBJG,601789,宁波建工
2163636,14107,JHJT,601886,江河集团
2163637,14106,JYT,601908,京 运 通
2163638,14173,MTLY,601677,明泰铝业
2163639,7389,CCQC,601633,长城汽车
2163640,11607,FLJT,601996,丰林集团
2163641,14225,ZGDJ,601669,中国电建
2163642,14512,HLYY,601100,恒立液压
2163643,11550,YLGF,601028,玉龙股份
2163644,14988,FHCM,601928,凤凰传媒
2163645,14704,DWZQ,601555,东吴证券
2163646,15627,XHBX,601336,新华保险
2163647,15122,JNJJ,601313,江南嘉捷
2163648,16008,DFGF,601515,东风股份
2163649,16013,HXDZ,601231,环旭电子
2163650,15874,JSCM,601929,吉视传媒
2163651,14824,ZGJJ,601800,中国交建
2163652,16915,GQJT,601238,广汽集团
2163653,10635,LJGF,601012,隆基股份
2163654,16007,YQZY,601388,怡球资源
2163655,14799,AKGJ,603001,奥康国际
2163656,16184,RMW,603000,人 民 网
2163657,16108,CWGF,603123,翠微股份
2163658,16119,MXDL,603333,明星电缆
2163659,10634,HCDZ,603002,宏昌电子
2163660,16377,RCDF,603366,日出东方
2163661,16208,HMWL,603128,华贸物流
2163662,16118,ZGQY,601965,中国汽研
2163663,15934,BLDF,601339,百隆东方
2163664,16914,ZXZG,601608,中信重工
2163665,16523,XLM,603008,喜 临 门
2163666,16325,HBSW,603077,和邦生物
2163667,16171,YTGF,601038,一拖股份
2163668,16655,LXTY,603766,隆鑫通用
2163669,11213,LYRY,603003,龙宇燃油
2163670,16578,XHL,603399,新 华 龙
2163671,11939,BHLD,603167,渤海轮渡
2163672,16766,LYMY,603993,洛阳钼业
2163673,31610,ZNDL,600023,浙能电力
2163674,17070,NWGF,603699,纽威股份
2163675,17309,YLGF,603308,应流股份
2163676,16970,GRN,603555,贵 人 鸟
2163677,14655,SXMY,601225,陕西煤业
2163678,18457,JFKJ,603005,晶方科技
2163679,16790,HTWY,603288,海天味业
2163680,12891,LMGF,603006,联明股份
2163681,12812,YDDZ,603328,依顿电子
2163682,16326,SPAS,603168,莎普爱思
2163683,34602,JSY,603369,今 世 缘
2163684,17438,BTKJ,603009,北特科技
2163685,16763,ZCJN,603126,中材节能
2163686,18851,KNJD,603111,康尼机电
2163687,18576,CYGF,603100,川仪股份
2163688,17755,HFMY,603609,禾丰牧业
2163689,18848,CBS,603099,长 白 山
2163690,17692,KJS,601579,会 稽 山
2163691,17415,FST,603806,福 斯 特
2163692,34742,YBGF,603188,亚邦股份
2163693,35849,HMKJ,603306,华懋科技
2163694,17074,JNFD,601016,节能风电
2163695,17483,CQRQ,600917,重庆燃气
2163696,35850,LSZZ,603169,兰石重装
2163697,34339,WSGF,603010,万盛股份
2163698,13868,JZYY,603456,九洲药业
2163699,35480,ZSJT,603018,中设集团
2163700,34679,DFDL,603606,东方电缆
2163701,17474,SYGF,603688,石英股份
2163702,34340,ZDDJ,603988,中电电机
2163703,34884,SXHM,601015,陕西黑猫
2163704,36300,ZKSG,603019,中科曙光
2163705,34603,HDZN,603011,合锻智能
2163706,17419,NBJD,603088,宁波精达
2163707,17075,FDGF,603166,福达股份
2163709,14148,WGNS,603518,维格娜丝
2163710,34687,LZYY,603368,柳州医药
2163711,34847,FSZY,603998,方盛制药
2163713,17476,HNKY,601969,海南矿业
2163714,34544,HDZG,601226,华电重工
2163717,35008,GNHJ,603588,高能环境
2163719,35004,NWRJ,603636,南威软件
2163720,34831,ZHSJ,603017,中衡设计
2163721,34399,XAGF,603889,新澳股份
2163722,34479,NBGF,603788,宁波高发
2163723,34605,CQHK,601021,春秋航空
2163724,34881,XBHJ,601069,西部黄金
2163725,36410,ZSKJ,603601,再升科技
2163726,35441,YYGF,603600,永艺股份
2163727,35970,HJDZ,603678,火炬电子
2163728,14620,LMHW,603686,龙马环卫
2163729,34995,JSJT,603558,健盛集团
2163730,34548,CGWJ,603899,晨光文具
2163731,34329,NLGF,603611,诺力股份
2163732,34604,HTGC,603698,航天工程
2163733,35197,HYGY,603799,华友钴业
2163734,35512,JMZY,603222,济民制药
2163735,35006,HDGF,603618,杭电股份
2163736,34991,HLK,603898,好 莱 客
2163737,35793,YFYF,603939,益丰药房
2163738,35054,GJGF,603118,共进股份
2163739,34475,DXZQ,601198,东兴证券
2163740,34531,KLD,603828,柯 利 达
2163741,34934,YLGF,603969,银龙股份
2163742,34322,WLYL,603309,维力医疗
2163743,34323,JFGF,603997,继峰股份
2163744,34678,HXKJ,603015,弘讯科技
2163745,34532,TPJT,601689,拓普集团
2163746,35702,SFGF,603268,松发股份
2163747,36338,LBGF,603519,立霸股份
2163749,35000,CLJT,603012,创力集团
2163750,34547,QZGF,603030,全筑股份
2163751,34316,TLGF,603158,腾龙股份
2163752,34474,DFZQ,600958,东方证券
2163753,15736,LYGF,603729,龙韵股份
2163754,35745,APGF,603020,爱普股份
2163755,35477,ZJDL,603338,浙江鼎力
2163757,9935,JHLY,603199,九华旅游
2163758,36131,BBWL,603869,北部湾旅
2163761,34887,DHKJ,603025,大豪科技
2163762,36521,GLS,603808,歌 力 思
2163763,34471,QMJJ,603818,曲美家居
2163764,35001,SDHP,603021,山东华鹏
2163765,34850,SYKJ,603703,盛洋科技
2163766,34801,LBX,603883,老 百 姓
2163767,35439,FAGF,603315,福鞍股份
2163768,34700,PSGF,603318,派思股份
2163769,34851,ZBD,603567,珍 宝 岛
2163770,34465,XGNJ,603789,星光农机
2163771,34737,JSYX,600959,江苏有线
2163772,34478,LKDQ,603355,莱克电气
2163773,15065,GXGF,603599,广信股份
2163774,34546,XFKJ,603227,雪峰科技
2163775,35147,HLSW,603718,海利生物
2163776,17411,AHJT,603989,艾华集团
2163777,35698,XTL,603022,新 通 联
2163778,35858,JHHJ,603311,金海环境
2163779,17420,PLK,603566,普 莱 柯
2163780,36639,CHGF,603968,醋化股份
2163781,17753,WDGF,603023,威帝股份
2163782,35513,RDYL,603108,润达医疗
2163783,36252,YLCM,603598,引力传媒
2163784,34803,JXHK,603885,吉祥航空
2163785,35746,YJGJ,603198,迎驾贡酒
2163786,36006,WMHB,603568,伟明环保
2163787,36677,LKYY,603669,灵康药业
2163788,34849,JQXX,603918,金桥信息
2163789,36220,SDSH,603026,石大胜华
2163790,36249,HTKJ,603300,华铁科技
2163791,34848,YCZN,603901,永创智能
2163792,34878,ZGHD,601985,中国核电
2163793,34941,BGBZ,601968,宝钢包装
2163794,35923,YFCC,603066,音飞储存
2163795,35444,HJHS,603616,韩建河山
2163796,15612,LCSW,601368,绿城水务
2163797,34470,GTJA,601211,国泰君安
2163798,34733,HQT,603116,红 蜻 蜓
2163799,34318,WLGF,603117,万林股份
2163800,35262,KZJ,603589,口 子 窖
2163801,35701,TCZK,603085,天成自控
2163802,36557,HTGF,603223,恒通股份
2163803,34319,JCX,603979,金 诚 信
2163804,35882,STGF,603838,四通股份
2163811,63224,XCKG,601155,新城控股
2163812,36556,BBYZ,603398,邦宝益智
2163813,34682,AJSP,603696,安记食品
2163814,35442,BMDZ,603936,博敏电子
2163815,35440,DSGF,603800,道森股份
2163816,34855,DZCM,603999,读者传媒
2163818,34734,TLMB,603866,桃李面包
2163819,46753,ZXKJ,603996,中新科技
2163820,35695,SWLK,603508,思维列控
2163821,36219,JSGF,603299,井神股份
2163822,36523,QJYL,603778,乾景园林
2163825,35694,DFSS,603377,东方时尚
2163826,35148,NFCM,601900,南方传媒
2163827,34852,TCSS,603608,天创时尚
2163828,35924,QHWY,603027,千禾味业
2163829,34854,STL,603520,司 太 立
2163830,34946,JHJ,603919,金 徽 酒
2163831,41556,HYKY,601020,华钰矿业
2163832,16159,BYDQ,603861,白云电器
2163833,35880,SFT,603028,赛 福 天
2163834,34832,KPD,603798,康 普 顿
2163835,34473,DHGF,603701,德宏股份
2163836,34942,FKDQ,603868,飞科电器
2163838,34674,LDJT,603726,朗迪集团
2163839,36009,TEGF,603029,天鹅股份
2163840,36093,JAHB,603822,嘉澳环保
2163841,34799,DLKJ,603528,多伦科技
2163842,34798,HJSD,603101,汇嘉时代
2163843,34843,WLGF,603779,威龙股份
2163844,34681,BLKJ,603959,百利科技
2163845,35752,SFLL,603339,四方冷链
2163846,36522,SKS,603737,三 棵 树
2163847,35611,ZGHJ,601611,中国核建
2163848,35699,SHHG,603131,上海沪工
2163849,35971,XKGF,601127,小康股份
2163850,34804,HCGF,603909,合诚股份
2163851,35750,HSGF,603958,哈森股份
2163852,36558,XHT,603016,新 宏 泰
2163853,35479,LLLT,601966,玲珑轮胎
2163854,34315,HQJT,603069,海汽集团
2163855,36726,CXTX,603322,超讯通信
2163856,35003,SXXC,603663,三祥新材
2163857,36719,JSYH,600919,江苏银行
2163858,34935,XHWX,601811,新华文轩
2163859,36248,ZGDY,600977,中国电影
2163860,34951,CJWL,603569,长久物流
2163861,35261,SHYH,603159,上海亚虹
2163862,35231,GXGD,600936,广西广电
2163863,36722,GYYH,601997,贵阳银行
2163864,34324,SHDY,601595,上海电影
2163865,35007,ZYCX,603986,兆易创新
2163866,34945,OPZM,603515,欧普照明
2163867,34853,ADL,603031,安 德 利
2163870,36091,HWGF,603007,花王股份
2163871,34996,HSGF,603090,宏盛股份
2163872,36092,ATSW,603658,安图生物
2163873,34337,ZPGF,603843,正平股份
2163874,36678,SJLT,601163,三角轮胎
2163875,46507,XTRQ,603393,新天然气
2163876,36367,ZHGF,603067,振华股份
2163877,35062,WDRJ,603189,网达软件
2163878,34949,TYGF,601500,通用股份
2163879,36714,WXYH,600908,无锡银行
2163881,35751,TJKJ,603738,泰晶科技
2163883,36721,CSYH,601128,常熟银行
2163884,35002,CDGF,603887,城地股份
2163885,34943,DXTX,603421,鼎信通讯
2163886,17410,LYF,603777,来 伊 份
2163887,36134,MBH,603313,梦 百 合
2163888,34950,GJJJ,603816,顾家家居
2163889,34997,HDKJ,603160,汇顶科技
2163890,35851,NKGF,603859,能科股份
2163891,34936,WZXC,603667,五洲新春
2163892,36004,DHWL,603258,电魂网络
2163893,36723,HZYH,600926,杭州银行
2163894,36670,XHW,603888,新 华 网
2163895,36669,SLS,603716,塞 力 斯
2163896,34876,HTJG,601882,海天精工
2163897,36686,KKGF,603203,快克股份
2163898,35437,GJJT,603060,国检集团
2163899,34948,HXDL,603556,海兴电力
2163900,35311,GTJT,603977,国泰集团
2163901,36717,SHYH,601229,上海银行
2163902,36675,LMGF,603633,徕木股份
2163903,36415,BCZY,603858,步长制药
2163905,35925,KDL,603987,康 德 莱
2163906,36689,BMK,603727,博 迈 科
2163907,35373,TLZB,603900,通灵珠宝
2163908,38378,HHGS,603336,宏辉果蔬
2163909,36218,SLGF,603819,神力股份
2163910,36718,WJYH,603323,吴江银行
2163911,36005,XYB,603319,湘 油 泵
2163912,34937,SZKD,603660,苏州科达
2163913,36665,ZTGM,603559,中通国脉
2163914,34408,HAZQ,600909,华安证券
2163915,35856,SWGF,603033,三维股份
2163916,39615,MDKJ,603990,麦迪科技
2163917,35881,RTGF,603036,如通股份
2163918,40967,XYGF,603928,兴业股份
2163919,36680,JJY,603708,家 家 悦
2163920,39228,SLGF,603585,苏利股份
2163921,34327,YZJJ,603389,亚振家居
2163922,36676,STGF,603098,森特股份
2163923,35852,WJBX,603878,武进不锈
2163924,41174,BHH,603823,百 合 花
2163925,36671,XJDQ,603416,信捷电气
2163926,39616,HJT,603577,汇 金 通
2163927,50475,YJGF,603058,永吉股份
2163928,46506,GGWL,600996,贵广网络
2163929,39617,HCJT,603298,杭叉集团
2163930,40969,RYGF,603218,日月股份
2163931,36414,YZGF,603886,元祖股份
2163932,36667,ZJXT,603239,浙江仙通
2163933,35697,YXJC,603929,亚翔集成
2163934,41934,ZYZQ,601375,中原证券
2163935,36668,HZXC,603186,华正新材
2163936,36007,JBT,603444,吉 比 特
2163937,43085,DXJY,603032,德新交运
2163938,36688,CSQS,603035,常熟汽饰
2163939,41177,JWDZ,603228,景旺电子
2163940,40965,TPN,603877,太 平 鸟
2163941,35753,TLGF,603266,天龙股份
2163942,36336,WTRQ,603689,皖天然气
2163943,41181,RTJK,603579,荣泰健康
2163944,36592,QYGF,603628,清源股份
2163945,36046,HLE,603639,海 利 尔
2163946,41928,FWWL,603039,泛微网络
2163947,35258,ZCKJ,603690,至纯科技
2163948,42383,HLGF,603038,华立股份
2163949,42578,RSHB,603165,荣晟环保
2163950,39618,TMKJ,603668,天马科技
2163951,36666,ZGKC,601858,中国科传
2163952,45129,JKGF,603337,杰克股份
2163953,41930,KZGF,603037,凯众股份
2163954,41180,ADJM,603638,艾迪精密
2163955,38521,ZGYH,601881,中国银河
2163956,83985,JYGF,603429,集友股份
2163957,42382,HDKJ,603358,华达科技
2163958,39619,FLTK,603966,法兰泰克
2163959,44167,ZYGY,603089,正裕工业
2163960,42580,BAHX,603360,百傲化学
2163961,41552,QJJX,603677,奇精机械
2163962,41554,DCHB,603177,德创环保
2163963,40964,ZHGF,603637,镇海股份
2163964,42215,SJG,603881,数 据 港
2163965,42384,XZB,603040,新 坐 标
2163966,42216,KSKJ,603626,科森科技
2163967,43084,JSOP,603208,江山欧派
2163968,45836,SHTY,603330,上海天洋
2163969,45837,CHGF,603615,茶花股份
2163970,42579,AZSS,603839,安正时尚
2163971,35376,BYYS,601212,白银有色
2163972,35847,BTHJ,603603,博天环境
2163973,45126,HXHB,603817,海峡环保
2163974,34993,CQJG,600939,重庆建工
2163975,45131,NBGF,603238,诺邦股份
2163976,36418,AJSP,603345,安井食品
2163977,47127,HLSJ,603138,海量数据
2163978,106031,SXXC,603578,三星新材
2163979,43086,MGD,603908,牧 高 笛
2163980,47532,ZZGF,603991,至正股份
2163981,46509,DQST,603955,大千生态
2163982,46508,LFJH,603630,拉芳家化
2163983,43089,KLD,603665,康 隆 达
2163984,47531,ZCGF,603903,中持股份
2163985,47129,KLJD,603960,克来机电
2163986,41931,CYYY,603811,诚意药业
2163987,48147,XQGF,603179,新泉股份
2163988,39423,JWSP,603517,绝味食品
2163989,48140,TYKJ,603133,碳元科技
2163990,46134,THGD,603656,泰禾光电
2163991,39614,YCGF,603388,元成股份
2163992,47533,CQGF,603768,常青股份
2163993,51260,TYST,603717,天域生态
2163994,48132,SLGF,603178,圣龙股份
2163995,40166,OPJJ,603833,欧派家居
2163996,42379,GZG,601228,广 州 港
2163997,49340,MSD,603041,美 思 德
2163998,42378,DBZM,603303,得邦照明
2163999,115868,SHHJ,601200,上海环境
2164000,48130,HDWY,603385,惠达卫浴
2164001,50939,JQL,603586,金 麒 麟
2164002,41555,MNH,603538,美 诺 华
2164003,48139,JHW,603078,江 化 微
2164004,49338,LPKJ,603906,龙蟠科技
2164005,35374,LQGF,601366,利群股份
2164006,38761,LTHB,603797,联泰环保
2164007,48940,KLDQ,603050,科林电气
2164008,49880,KCKJ,603826,坤彩科技
2164009,118397,XFM,603225,新 凤 鸣
2164010,51263,DFSY,603081,大丰实业
2164011,48498,RSKD,603803,瑞斯康达
2164012,50943,KHZY,603139,康惠制药
2164013,49876,GERJ,603232,格尔软件
2164014,48497,XJD,603096,新 经 典
2164015,48149,SYDL,603920,世运电路
2164016,48146,XRGF,603787,新日股份
2164017,34675,DBDQ,603320,迪贝电气
2164018,36679,JSZY,603505,金石资源
2164019,50936,WEGF,603501,韦尔股份
2164020,61411,HRGF,603985,恒润股份
2164021,49879,AXYY,603229,奥翔药业
2164022,51250,MZDQ,603728,鸣志电器
2164023,47130,SXG,603896,寿 仙 谷
2164024,50934,TLGF,603926,铁流股份
2164025,40968,XDGF,603086,先达股份
2164026,49605,JNKJ,603113,金能科技
2164027,49339,JPCG,603180,金牌厨柜
2164028,48148,SKNF,601952,苏垦农发
2164029,51717,ZPKJ,603488,展鹏科技
2164030,49878,HOGF,603269,海鸥股份
2164031,48934,QAGF,603758,秦安股份
2164032,14039,BLKJ,603197,保隆科技
2164033,34743,DDRJ,603383,顶点软件
2164034,50477,HRGF,603855,华荣股份
2164035,106940,AAJG,603580,艾艾精工
2164036,61399,RBSS,603196,日播时尚
2164037,50937,SHXB,603200,上海洗霸
2164038,61407,HMKJ,603042,华脉科技
2164039,51245,HWKJ,603496,恒为科技
2164040,49341,HFGF,603536,惠发股份
2164041,61427,ZMCD,603767,中马传动
2164042,51262,YYKJ,603879,永悦科技
2164043,64866,FLGE,603226,菲林格尔
2164044,66342,JHJT,603980,吉华集团
2164045,66341,WLJJ,603326,我乐家居
2164046,51710,CBGF,603316,诚邦股份
2164047,51697,DSL,603335,迪 生 力
2164048,51719,HTKJ,603679,华体科技
2164049,74485,YDL,603380,易 德 龙
2164050,36412,ZSZQ,601878,浙商证券
2164051,36132,GZJJ,603043,广州酒家
2164052,65464,RYDZ,603286,日盈电子
2164053,61415,SFGF,603938,三孚股份
2164054,72864,ZBGF,603801,志邦股份
2164055,68609,JHGF,603617,君禾股份
2164057,65446,NRN,603933,Ｎ 睿 能
2164058,74493,NXS,603305,Ｎ 旭 升
2164059,66339,NDY,603757,Ｎ 大 元
2164060,75896,NDN,603595,Ｎ 东 尼
2164061,61397,NJD,603387,Ｎ 基 蛋
2164062,34992,NST,603612,Ｎ 索 通
2164063,73640,NJY,603707,Ｎ 健 友
2164064,66348,NJZ,601619,Ｎ 嘉 泽
2164065,104418,NWXK,603676,Ｎ卫信康
2164066,34736,NDM,603730,Ｎ 岱 美
2164067,61382,NHW,603063,Ｎ 禾 望
2164069,61371,NSJ,603357,Ｎ 设 计
2164070,34592,NZG,603860,Ｎ 中 公
2164071,35443,NHY,603825,Ｎ 华 扬
2164072,61400,NXX,603978,Ｎ 新 星
2164073,61420,NNW,603880,Ｎ 南 卫
2164074,63487,NJC,603535,Ｎ 嘉 诚
2164075,66344,NKS,603458,Ｎ 勘 设
2164076,35884,NZH,603602,Ｎ 纵 横
2294266,2997,HXWLETF,510050,华夏50ETF
2294267,4116,HAYBLETF,510180,华安180ETF
2294268,4787,HTHLETF,510880,华泰红利ETF
2294269,8983,GYYQETF,510060,工银央企ETF
2294270,9206,JYZLETF,510010,交银治理ETF
2294271,9869,BSCDETF,510020,博时超大ETF
2294272,10610,HBJZETF,510030,华宝价值ETF
2294273,10437,YFDZPETF,510130,易方达中盘ETF
2294274,10812,JXZRETF,510090,建信责任ETF
2294275,11241,PHMQETF,510070,鹏华民企ETF
2294276,11378,NFXKETF,510160,南方小康ETF
2294277,11517,HFTZQETF,510110,海富通周期ETF
2294278,11918,HALTETF,510190,华安龙头ETF
2294279,11967,GLASPETF,510170,国联安商品ETF
2294280,12003,ZSXFETF,510150,招商消费ETF
2294281,12411,FGZZETF,510210,富国综指ETF
2294282,12350,HTZXETF,510220,华泰中小ETF
2294283,12822,GTJRETF,510230,国泰金融ETF
2294284,12884,NASZXXETF,510260,诺安上证新兴ETF
2294285,13043,HFTFZQETF,510120,海富通非周期ETF
2294286,13586,ZYGQETF,510270,中银国企ETF
2294287,14002,HBCZETF,510280,华宝成长ETF
